# Estimated CEFR levels — OURS, not a published wordlist.
#
# Produced 2026-07-26 by independent raters over the cards that carry no
# published level and sit at zipf >= 3.0. Calibrated first against 420 cards
# that DO carry one (six raters, blind): 38 % exact, 91 % within one step,
# 91 % on the 'core vocabulary or beyond' boundary — against 26 / 76 / 71 %
# for deriving the level from frequency, the rule `info/PLANS.md` pt.3
# measured and rejected.
#
# Read that shape before using this file. The exact step is weak and the
# raters lean about a third of a level EASY. What is strong is the one
# boundary an official list attests, and on the Goethe half of the sample
# the estimate never once called a word 'core' that the list placed above.
#
# Per-level precision on words absent from the Goethe list (n=235): a1 83 %,
# a2 73 %, b2 39 %, c2 36 %, c1 26 %, b1 13 %. `b1` is the dumping ground.
#
# Consumed by vocab/levels.py into `cards.level_est` — never into `level`,
# and never into `band`, which picks one of 15 hand-painted brushes.
#
# lemma	level	conf
ausbleiben	b2	high
ausblenden	b1	high
ausbrechen	b1	high
ausbreiten	b1	high
ausdehnen	b1	high
ausdenken	b1	low
ausdrücken	b1	high
ausfällen	c1	low
ausführen	b1	low
ausgebaut	b1	low
ausgebreitet	b1	high
ausgebucht	a2	high
ausgeschildert	b1	high
ausgestattet	b1	high
ausgiebig	b1	high
ausgleichen	b1	low
aushalten	b1	high
aushandeln	b2	high
aushelfen	b1	high
auskennen	b1	high
ausklingen	b2	low
auskommen	b1	high
auslachen	b1	low
auslassen	b1	low
auslaufen	b1	medium
ausleben	b2	medium
auslegen	b2	low
ausleihen	a2	high
ausliefern	b2	low
auslöschen	b2	low
ausmalen	b1	high
ausnahmslos	b2	high
ausnahmsweise	b1	high
ausnehmen	b2	high
ausnutzen	b1	high
ausrasten	b1	low
ausrauben	b1	high
ausrechnen	a2	high
ausreden	b1	high
ausreisen	b1	low
ausrufen	b1	high
ausräumen	b1	high
aussagekräftig	b2	low
aussagen	b1	low
ausscheiden	b1	low
ausschlafen	a2	high
ausschöpfen	b2	low
aussetzen	b2	high
aussichtslos	b1	high
ausspielen	b1	low
ausstatten	b1	high
ausstehen	b1	low
aussterben	b1	high
ausstrahlen	b1	high
austauschbar	b1	high
austauschen	b1	high
austeilen	b1	low
austoben	b1	high
austreten	b1	high
austrocknen	b1	high
auswandern	b1	high
auswechseln	a2	high
ausweichen	b1	high
ausweisen	b2	high
ausweiten	b2	high
auswendig	a2	high
auswirken	b2	high
auswärts	a2	high
auszahlen	b1	high
auszeichnen	b1	low
ausüben	b2	high
authentisch	b1	high
autonom	b2	high
autsch	a1	high
außergewöhnlich	b1	high
backstage	b1	low
bahnen	b1	low
ballen	b1	high
banal	b1	high
bange	b2	medium
bangen	b2	low
bankrott	b1	medium
bannen	c1	low
barfuß	a2	high
barrierefrei	b2	high
bass	c2	high
basta	b1	high
baulich	b1	low
baumeln	b1	high
bayerisch	a2	high
beachtlich	b2	high
bearbeiten	b1	high
beben	b1	high
bedauerlich	b1	low
bedauerlicherweise	b2	high
bedecken	a2	high
bedenken	b2	low
bedeutsam	b2	low
bedient	b1	low
bedingungslos	b1	high
bedrohen	b1	high
bedrohlich	b1	high
bedürfen	b2	low
beeindrucken	b1	high
beeindruckend	b1	high
beeindruckt	b1	low
befahrbar	b2	high
befahren	b2	high
befallen	b2	medium
befassen	b1	high
befehlen	b1	high
befestigen	b1	high
befinden	b1	high
befolgen	b1	high
befragen	b1	high
befreien	b1	high
befremdlich	c1	high
befriedigen	b2	high
begeben	b2	high
begehren	c1	low
begeistern	b1	high
begleichen	b1	high
beglichen	b2	high
beglücken	b2	low
begnügen	c1	low
begraben	b1	high
begreifen	b1	low
begrenzen	b1	high
begutachten	b2	high
beharren	b2	low
beharrlich	c1	high
beheben	b2	high
beherbergen	b1	high
beherrschen	b1	high
behilflich	b1	high
beibehalten	b2	high
beibringen	b1	high
beichten	b1	low
beiderseits	b2	low
beides	a2	high
beidseitig	b1	high
beieinander	b1	medium
beige	a2	high
beileibe	c2	low
beiläufig	b2	high
beinah	a2	high
beinhalten	b2	high
beirren	b2	high
beisammen	b1	low
beiseite	b1	low
beispielhaft	b1	low
beispielsweise	b1	high
beistehen	b1	high
beisteuern	b1	high
beitreten	b1	high
bekanntermaßen	b2	low
bekanntwerden	b1	high
bekehren	b2	low
bekennen	b2	low
beklagen	b2	low
bekloppt	b1	medium
bekunden	b2	high
beladen	b1	high
belangen	c1	medium
belassen	b2	high
belastbar	b1	high
belasten	b2	high
belastet	b1	high
belaufen	b2	high
beleben	b1	low
belehren	b2	low
beleuchten	b1	low
beleuchtet	b1	low
beliebig	b2	high
beliefern	b2	low
bellen	a2	high
belohnen	b1	high
belästigen	b1	high
belügen	b1	high
bemalt	b1	low
bemerkbar	b1	low
bemerkenswert	b2	high
bemessen	b2	high
bemängeln	b2	low
bemühen	b1	high
benachrichtigen	b1	high
benehmen	b1	high
beneiden	b1	high
benennen	b2	low
bequemen	c1	low
berauben	b2	high
bereichern	b2	high
bereinigt	c1	low
bereiten	b1	high
bereitwillig	b1	high
bereuen	b1	medium
bergab	a2	high
bergauf	a2	high
bergen	b2	low
berufen	b2	low
beruhen	b2	high
beruhigt	a2	low
berüchtigt	b2	high
berühmt-berüchtigt	b1	low
berühren	b1	high
besagen	b2	high
beschaffen	b2	low
bescheren	b1	low
beschimpfen	b1	high
beschlagnahmen	b2	high
beschleunigen	b1	high
beschmiert	b1	medium
beschreiten	c1	high
beschuldigen	b1	low
beschwören	b2	high
beschützen	a2	high
beseitigen	b2	high
besiedelt	b1	high
besiegen	b1	high
besinnen	b2	high
besorgniserregend	b2	high
bessern	b1	high
bestechen	b2	low
besteigen	b1	low
bestenfalls	b1	low
bestens	b1	high
bestimmen	b1	high
bestmöglich	b1	high
bestrebt	b2	high
beständig	b1	high
bestärken	b1	high
besänftigen	b2	high
beteiligen	b1	high
beteiligt	b1	high
beten	a2	high
betonen	b1	high
betrachten	b1	high
betreffen	b1	low
betreiben	b2	high
betreten	a2	high
betrinken	b1	high
betteln	b1	low
betten	b2	high
betätigen	b2	medium
beugen	b1	high
beunruhigen	b1	high
beunruhigt	b1	high
bevorzugen	b1	high
bevölkert	b1	high
bewachen	b1	low
bewacht	b1	low
beweglich	b1	high
bewerfen	b1	high
bewirken	b2	high
bewirtschaften	b2	high
bewohnen	b1	high
bewundern	b1	high
bewundernswert	b1	low
bewusst	b1	high
bewusstlos	b1	high
bewähren	b1	high
bezahlbar	b1	low
bezeichnen	b1	high
bezeugt	b2	low
beziehungsweise	b2	high
bezweifeln	b1	high
bezwingen	b2	high
bezüglich	c1	high
bi	b1	low
biegen	a2	high
bilden	b1	high
bildlich	b2	low
billigen	b2	high
binden	b1	low
bingen	b1	low
bislang	b1	high
bitteschön	a1	high
bizarr	b1	high
blamieren	b1	high
blank	b1	low
blasen	a2	high
blau-weiß-rot	a2	medium
blechen	b1	low
blinken	b1	high
blocken	a2	high
blockieren	b1	high
bloggen	b1	high
blutig	b1	high
blättern	b1	low
bodenständig	b2	medium
bohren	b1	low
bolzen	b1	low
bombardieren	b1	high
bomben	b2	low
booten	a2	high
bordeaux	b1	high
boxen	b1	high
brauchbar	b1	high
brauen	b1	high
brav	a2	high
bravo	a1	high
breiten	b1	low
briefen	b2	medium
britisch	a1	high
brocken	b2	low
brummen	b1	high
brut	c1	low
brutal	b1	high
brutto	b1	high
bräunlich	a2	high
brüllen	b1	low
brüsten	b2	high
brüten	b1	high
buchstäblich	b1	high
buchten	c2	low
bummeln	b1	high
bums	a2	low
bumsen	b1	low
bändigen	b2	high
bäumen	c1	low
bösartig	b2	high
bücken	a2	high
bündeln	b1	high
bündig	b2	high
bürgen	b2	high
bürgerlich	b2	high
bürgerlich-demokratisch	b2	low
bürsten	a2	high
büßen	b2	high
campen	a2	high
ch-Laut	c1	low
chancenlos	b1	high
chaotisch	b1	high
charakterisieren	b2	high
charakteristisch	b1	high
charmant	b1	high
chatten	a2	high
checken	b1	low
chemisch	b1	high
chemisch-technisch	c1	low
chillen	a2	high
chinesisch	a1	high
christlich-demokratisch	b2	high
chronologisch	b1	high
circa	a2	high
cis	b2	medium
clean	b1	low
clever	a2	high
containern	b2	low
contra	b1	low
cringe	b1	low
dB-Killer	c2	low
dadurch	b1	low
daheim	a2	high
dampfen	a2	high
daran	a2	low
darauf	a2	low
daraufhin	b2	low
darin	a2	low
darlegen	b2	high
darren	c2	high
darum	a2	high
darunter	b1	low
darüber	a2	high
dass-Satz	b1	low
dasselbe	a2	high
dastehen	b1	high
daten	b1	high
datieren	b2	high
dauerhaft	b1	high
davon	a2	low
davor	a2	high
dazu	a2	high
dazugeben	a2	high
dazugehören	b1	high
dazwischen	a2	high
deaktivieren	b1	high
deaktiviert	b1	high
debattieren	b1	high
decken	b1	high
deckungsgleich	c1	low
defekt	b1	high
defensiv	b1	high
definieren	b1	high
definitiv	b1	high
dehnen	b1	low
dementsprechend	b2	high
demgegenüber	c1	high
demnächst	a2	high
demokratisch	b1	high
demonstrieren	b1	low
demzufolge	b2	high
demütig	b2	high
demütigen	b1	high
dennoch	b1	high
depressiv	b1	high
deprimierend	b1	high
derart	b2	high
derartig	b2	high
derbe	b1	high
dergleichen	c1	low
derjenige	b1	low
derlei	c1	high
dermaßen	b2	low
derweil	b2	low
derzeit	b1	high
dessen	b1	low
desto	b1	high
deuten	b2	low
deutsch-amerikanisch	b1	high
deutsch-russisch	a2	high
deutsch-österreichisch	a2	high
deutschlandweit	b1	low
dezent	b2	high
dezentral	b2	high
diagnostizieren	b1	low
diagonal	b1	high
dichten	b1	high
dienlich	c1	medium
dienstags	a1	high
diesbezüglich	c1	high
dieser	a1	high
diesseits	b2	high
diffamieren	b2	low
diktieren	b1	high
diplomatisch	b1	high
dirigieren	b2	low
diskret	b1	high
distanzieren	b2	low
distanziert	b2	low
dokumentieren	b2	high
dominant	b1	high
dominieren	b1	high
donnerstags	a2	medium
doof	a2	high
dotiert	b2	low
downloaden	a2	high
dramatisch	b1	high
dran	a2	low
drastisch	b2	high
drauf	a2	high
dreckig	a2	high
dreieinhalb	a1	high
dreifach	a2	high
dreimal	a1	high
dreist	b1	high
dreiviertel	a2	high
dreizehn	a1	high
dreißig	a1	high
dringen	b2	high
drinne	b1	high
dritte	a1	high
dritteln	b1	medium
drittens	b1	high
drohen	b1	high
drosseln	b2	high
drum	b1	low
drumherum	a2	medium
drängeln	b1	low
dulden	b2	medium
dummerweise	b1	low
dunkelblau	a1	high
dunkelbraun	a1	high
dunkeln	b1	low
durchatmen	b1	high
durchaus	b2	low
durchblicken	b1	high
durchbrechen	b2	low
durchdrehen	b1	high
durchdringen	b2	high
durchführbar	b2	high
durchgehen	b1	high
durchgeknallt	b1	high
durchgreifen	b2	high
durchgängig	b2	high
durchhalten	b1	high
durchkommen	b1	low
durchlesen	a2	high
durchmachen	b1	high
durchqueren	b1	high
durchschauen	b1	low
durchschlagen	b1	low
durchschneiden	a2	high
durchsichtig	b1	high
durchstarten	b2	low
durchsuchen	b1	high
durchweg	b2	low
durchziehen	b2	high
dämlich	b1	high
dänisch	a1	high
dürr	b1	medium
düsen	b1	high
easy	b1	low
ebenda	c1	low
ebensowenig	c1	high
ec-Karte	b1	high
edel	b1	high
effektiv	b1	high
effizient	b1	high
egoistisch	b1	high
eh	b1	high
ehelichen	c2	high
ehemals	c1	low
ehren	b2	low
ehrenamtlich	b2	high
ehrgeizig	b1	high
eichen	c1	low
eiern	b2	low
eifrig	b1	high
eigenartig	b1	low
eigenhändig	b2	low
eigenmächtig	b2	low
eigens	b2	high
eigenständig	b1	high
eignen	b1	high
einander	b1	low
einarbeiten	b1	high
einatmen	a2	high
einbauen	b1	low
einberufen	c1	high
einbeziehen	b2	high
einbinden	b2	high
einbringen	b2	high
eindringen	b2	high
eindrucksvoll	b1	high
eindrücken	b1	high
eindämmen	b2	high
eineinhalb	a2	high
einen	c1	low
einfahren	b1	medium
einfarbig	a2	high
einfließen	b2	high
einfordern	b2	high
einfrieren	a2	high
eingangs	c1	high
eingeben	b1	high
eingehen	b2	low
eingestehen	b2	high
eingreifen	b2	high
einhalten	b1	high
einher	b2	low
einhergehen	b2	high
einholen	b1	low
einhundert	a1	high
einige	a2	high
einigen	b1	high
einlassen	b1	high
einlaufen	b1	high
einlegen	b1	high
einleiten	b2	high
einloggen	b1	low
einlösen	b1	high
einmalig	b1	high
einmischen	b1	high
einordnen	b2	low
einparken	a2	low
einplanen	b1	high
einreden	b2	medium
einreichen	b1	high
einreisen	a2	high
einräumen	b2	high
einsammeln	b1	high
einsatzbereit	b1	medium
einschlafen	a2	high
einschlagen	b1	high
einschließen	b1	high
einschreiten	b2	high
einschüchtern	b1	high
einsehen	b1	high
einseitig	b2	low
einsetzbar	b2	high
einsichtig	b1	low
einsperren	b1	high
einspielen	b2	low
einspringen	b1	high
einst	c1	low
einstecken	b2	low
einstehen	b2	high
einstimmig	b2	high
einstmals	c1	high
eintauchen	b1	low
eintauschen	b1	high
einteilen	b1	high
eintreffen	b1	low
einvernehmlich	c1	high
einwandfrei	b2	high
einwirken	b2	high
einzigartig	b1	high
eiskalt	a2	high
eitel	b2	low
ekelhaft	a2	high
eklig	a2	high
elastisch	b1	high
elementar	b1	high
elend	b1	low
elf	a1	high
elfte	a1	high
eliminieren	b1	high
emotional	b1	high
empfehlenswert	b1	high
empfindlich	b1	high
empfänglich	b2	high
empor	c2	high
endlos	a2	high
energisch	b1	high
engen	b2	low
englisch	a1	high
entbehren	c1	medium
entbehrlich	b2	high
entfachen	b2	high
entfallen	b2	high
entfliehen	b1	high
entführen	b1	high
entgegen	b1	high
entgegennehmen	b1	high
entgegenstehen	b2	high
entgegentreten	b2	high
entgegenwirken	b2	high
enthüllen	b1	high
entkommen	b1	high
entkräften	b2	high
entladen	b1	low
entlasten	b2	high
entledigen	b2	low
entlehnt	b2	high
entnehmen	b2	high
entreißen	b2	medium
entrichten	b2	low
entschließen	b1	high
entschlüsseln	b1	high
entschädigen	b2	high
entschärfen	b2	low
entsenden	b2	low
entsetzen	b2	medium
entsetzlich	b1	high
entspannen	a2	high
entstammen	b2	medium
entweder	a2	low
entwerfen	b2	high
entwickelt	b1	high
entziehen	b2	low
entzünden	b1	high
episch	b1	high
erachten	c1	high
erarbeiten	b1	high
erbarmen	c1	low
erbauen	c1	low
erben	b1	high
erbitten	b2	high
erblicken	b2	low
erbrechen	b1	low
erbringen	b2	high
erbärmlich	c1	low
erden	b2	low
erfahrungsgemäß	c1	high
erfolgen	b2	high
erfolglos	b1	high
erfragen	b2	high
erfreuen	b2	low
erfreulich	b1	high
erfreulicherweise	b2	high
erfrieren	b1	high
erfüllt	b1	high
ergattern	b2	low
ergeben	b2	low
ergehen	c1	low
ergreifen	b2	low
ergründen	b2	low
erhaben	c1	high
erhitzen	b1	high
erhoffen	b1	high
erholen	a2	high
erhältlich	b1	high
erkaufen	b2	high
erkennbar	b1	high
erklimmen	c1	high
erklingen	b2	low
erklärbar	b1	low
erkranken	b1	high
erkunden	b1	high
erkundigen	b1	high
erkämpfen	b1	low
erlangen	b2	medium
erlassen	b2	medium
erlaubt	a2	high
erlebbar	b2	high
erlegen	c1	high
erleiden	b1	high
erlernen	b1	high
erliegen	c1	low
erlöschen	c1	high
erlösen	b2	low
ermessen	c1	low
ernennen	b1	high
erneuern	b1	high
ernst	a2	high
ernsthaft	b1	low
ernten	a2	high
ernüchternd	b2	high
erobern	b1	high
erotisch	b1	high
erpressen	b2	high
erproben	b2	high
erraten	a2	high
errechnen	b1	high
erregen	b2	medium
errichten	b2	low
erringen	b2	high
ersatzlos	b2	high
erscheinen	b1	high
erschlagen	b1	low
erschließen	b2	high
erschrecken	a2	high
erschreckt	a2	high
erschweren	b2	high
erschüttern	b1	high
ersichtlich	b2	high
ersparen	b1	high
erstarrt	b1	high
erstatten	b2	high
erstaunen	b1	high
erstaunlich	b1	high
erstaunlicherweise	b1	high
erste	a1	high
erstehen	c1	high
erstellen	b1	high
erstens	b1	high
erstere	b2	low
ersticken	b1	high
erstklassig	b1	high
erstmal	b1	low
erstmalig	b1	low
erstmals	b1	high
erstrahlen	c1	high
erstrebenswert	b2	low
erstrecken	b2	medium
ersuchen	c1	high
erteilen	b2	medium
ertrinken	b1	high
ertrunken	b1	low
erträglich	b1	high
erwachen	b1	high
erwartungsgemäß	b2	high
erwecken	b2	high
erweisen	b2	high
erweitern	b1	high
erwerben	b2	low
erwidern	b1	low
erwirtschaften	b2	medium
erwischen	b1	high
erwählt	c1	low
erwähnen	b1	high
erwähnenswert	b1	low
erwärmen	b1	high
erzeugen	b2	low
erziehen	b1	medium
erzwingen	b2	high
eskalieren	b1	high
essbar	a2	high
essentiell	b1	high
etablieren	b2	high
etabliert	b2	high
ethisch	b2	high
ethnisch	b2	high
etliche	b2	low
euch	a1	high
euphorisch	b1	high
europaweit	b1	low
evangelisch	b1	high
existent	b2	low
existieren	b1	high
exklusive	b2	low
exotisch	a2	low
expandieren	b2	high
experimentell	b1	high
experimentieren	b1	high
explizit	b2	high
explizite	b2	low
explodieren	b1	medium
explodiert	a2	high
expreß	c1	low
extern	b1	high
exzellent	b1	high
fabelhaft	b1	low
fachlich	b1	high
fackeln	b2	medium
fade	b1	low
fahrlässig	b2	low
faktisch	b2	high
falsch-positiv	b2	high
falten	b1	low
familiär	b1	low
fantastisch	a2	high
farbig	a2	high
farblich	b1	low
farmen	b1	high
fasern	c1	high
fassungslos	b1	high
fatal	b2	high
faulen	b1	high
faxen	b1	high
fechten	b1	low
federführend	b2	low
federn	c1	low
fegen	b1	high
fehl	c1	low
fehlerhaft	b1	high
feierlich	b1	high
feige	b1	high
feilen	b2	high
fein	a2	high
feind	c1	medium
feindlich	b1	high
feminin	b1	high
fern	a2	high
fernab	c1	low
ferner	b2	low
fernhalten	b1	high
fesseln	b2	low
feste	b1	low
festigen	b1	high
festlich	a2	high
festmachen	b1	high
feststellbar	b2	high
fetten	a2	low
fetzen	b2	high
feuchten	b2	low
feuern	b1	low
fidel	b2	low
fies	b1	high
filtern	b1	low
final	b1	high
finanziert	b2	low
fingern	b2	low
finnisch	a1	high
finster	b1	high
fischen	a2	high
fit	a2	high
fix	b1	low
fixen	b2	low
fixieren	b2	high
flaggen	b1	low
flammen	b2	high
flanken	b1	medium
flattern	b1	low
flechten	b1	low
flecken	b2	medium
flicken	a2	low
fliesen	b2	low
flink	b1	high
flirten	a2	high
flocken	b2	low
flott	b1	high
fluchen	b1	high
flugs	c1	low
fluten	b1	low
flächendeckend	b2	low
flöten	b1	low
flüchten	b1	high
flüchtig	b2	medium
flüssig	b1	low
flüstern	a2	high
fohlen	c2	high
fokussieren	b1	low
folgendermaßen	b2	high
folglich	b2	high
forcieren	b2	high
formal	b2	high
formell	b1	high
formen	b1	low
forschen	b1	high
fort	a2	low
fortan	c1	high
fortfahren	b1	high
fortführen	b1	high
fossil	b1	high
fraglich	b1	high
französisch	a1	high
freigeben	b1	low
freiheitlich	b2	high
freiheitlich-demokratisch	c1	high
freitags	a1	high
fremdgehen	b1	high
fremdschämen	b1	low
freudig	a2	high
freundschaftlich	b1	high
fristen	c1	high
fristgerecht	b2	low
fromm	b1	high
frontal	b1	high
fruchtbar	b1	high
frustriert	b1	high
frühestens	b1	high
frühzeitig	b1	high
fundamental	b2	high
fungieren	b2	high
funkeln	b1	high
funken	b2	low
funktional	b1	high
funktionsfähig	b1	high
futsch	b1	high
fächern	c1	low
fähig	b1	high
fällen	b1	high
fälschen	b1	high
fälschlich	b2	high
fälschlicherweise	b2	low
färben	b1	high
förderlich	b2	high
fügen	b2	low
füllen	a2	high
fündig	c1	low
fünfmal	a1	high
fünfzehn	a1	high
fünfzig	a1	high
fünfziger	a2	high
fürchterlich	b1	low
füreinander	b1	low
fürstlich	b1	low
gaga	b1	high
ganzjährig	b1	high
gay	b1	low
gebieten	c1	high
geblendet	b2	low
gebremst	b1	medium
gebräuchlich	b2	high
gebären	b1	high
gebühren	c1	low
gedanklich	b1	high
gedeihen	b2	high
gedulden	b1	high
gefahrlos	b1	high
gefasst	b2	low
gefesselt	b2	high
gefestigt	b2	high
gefragt	b1	low
gefährden	b2	low
gefälligst	b2	low
gegebenenfalls	b2	high
gegeneinander	b1	low
gegenseitig	b1	high
gegenwärtig	b2	high
gegenüberstehen	b2	medium
gegrillt	a2	high
geheimnisvoll	b1	high
gehetzt	b2	high
gehorchen	b1	high
gehorsam	b1	high
gehörig	b2	high
geil	b1	medium
geilen	c1	low
geistern	b2	medium
geisteskrank	b2	low
geistig-seelisch	b2	low
geizig	b1	high
gekippt	b1	high
gekleidet	b1	low
gekonnt	b1	high
gekühlt	a2	high
gelangen	b2	low
gelaunt	b1	high
gelb	a1	high
gelb-weiß	a2	high
gelblich	a2	high
gelegentlich	b1	low
geliebt	b1	low
geläufig	b2	high
gemach	c1	low
gemeinschaftlich	b2	high
gemäß	b2	high
gemäßigt-liberal	b2	low
generieren	c1	low
generiert	b1	low
genetisch	b2	high
gentechnisch	b2	high
genüsslich	b1	low
geographisch	b1	high
gepaart	b2	low
geprägt	b2	low
geradewegs	b1	high
geradlinig	b1	high
gereinigt	a2	high
gerichtlich	b1	low
geringfügig	b2	high
gerne	a1	high
gerundet	b1	low
gesamt	a2	high
geschafft	b1	low
gescheit	b1	high
geschmacklich	b1	high
geschmacklos	b1	high
geschmeidig	b2	high
geschmückt	a2	high
geschnitzt	b2	low
geschweige	c1	high
geschwungen	b1	low
geschädigt	b1	high
geschäftlich	b1	high
geschützt	b1	high
gesellschaftlich	b2	high
gesellschaftlich-nützlich	b2	high
gespielt	b2	high
gestalten	b1	low
gestatten	c1	high
gestehen	b1	high
gestellt	b2	low
gesunden	c1	low
gesundheitlich	b1	high
getestet	b1	low
getippt	a2	high
getreu	b2	low
getrocknet	a2	high
getrost	b2	high
getrübt	b1	low
gewaltig	b2	high
gewaltsam	b1	low
gewalttätig	b2	high
gewappnet	c1	medium
gewerblich	b2	high
gewichten	b2	high
gewillt	c1	high
gewinnbringend	b2	high
gewiss	b1	low
gewissenhaft	b2	high
gewissermaßen	b2	high
gewiß	b1	low
gewähren	b2	low
gewährleistet	b2	low
gewöhnungsbedürftig	b1	low
gezüchtet	b2	low
gierig	b1	high
gipfeln	b2	low
glasklar	b1	low
glaubwürdig	b2	high
gleichauf	b2	high
gleichen	b1	low
gleichermaßen	b2	high
gleichgültig	b1	high
gleichmäßig	b1	low
gleichsam	c1	high
gleichwertig	b1	medium
gleiten	b1	medium
gliedern	b2	high
glimpflich	b2	low
glänzen	b1	low
gläsern	b2	low
glätten	b1	high
gläubig	b1	high
glücklicherweise	b2	low
gnadenlos	b2	high
golden	a2	high
gottlob	c2	low
gottseidank	b1	low
grad	b1	high
grandios	b1	high
grauen	c2	low
grauenhaft	b1	high
greifbar	b2	high
grenzen	b1	low
grenzenlos	b1	high
griechisch	a2	high
griechisch-amerikanisch	a2	high
griechisch-römisch	b1	medium
grinsen	a2	low
grob	b1	high
grotesk	b2	high
großartig	b1	high
großflächig	b1	high
großteils	b1	low
grundlos	b1	low
grundsätzlich	b2	low
gruselig	a2	high
größtenteils	b2	low
grübeln	b1	high
grün-weiß	a2	high
grün-weiß-rot	a2	medium
grünen	c1	high
gurken	b1	low
guthaben	b2	low
gänzlich	b2	high
göttlich	b1	high
gütig	b1	high
h-Index	c2	high
haaren	b2	low
hacke	b1	low
haftbar	c1	high
haften	b2	low
hager	b2	medium
haken	b1	high
halbe-halbe	b1	low
halbieren	b1	high
halbwegs	b1	high
hallen	b2	high
halt	b1	low
handeln	b1	high
handschriftlich	a2	low
handwerklich	b1	high
happen	b1	low
harmlos	b1	high
harmonisch	b1	medium
hartnäckig	b1	high
hastig	b1	high
hauen	b1	low
haufenweise	b1	low
hauptberuflich	b1	medium
hauptsächlich	b1	high
hausen	b1	low
haushalten	b2	high
hautnah	b1	high
hebräisch	b1	high
hecken	b2	low
heften	b1	high
heftig	b1	high
hegen	c1	high
heikel	b1	high
heil	b1	low
heilen	a2	high
heilig	b1	high
heiligen	c1	low
heimisch	b1	high
heiser	b1	high
heiter	b1	low
hektisch	b1	low
hellblau	a1	high
helle	b1	low
hellwach	a2	high
hemmungslos	b2	high
herab	c1	high
heran	a2	low
herauf	a2	medium
heraus	a2	high
herausgeben	b1	high
herausholen	b1	high
herauskommen	a2	high
herausnehmen	b1	high
herausstellen	b2	high
herb	b1	low
herbei	b2	low
herbeiführen	b2	high
hergeben	b1	medium
herhalten	b2	low
herkommen	a2	low
herrje	b1	low
herrschen	b1	high
herum	a2	high
herumlaufen	a2	high
herunter	a1	high
herunterladen	b1	high
hervor	b2	low
hervorbringen	b2	high
hervorgehen	b2	high
hervorheben	b1	high
herzen	c1	high
herzhaft	b1	high
herüber	b1	medium
hessisch	b1	low
hetero	b1	medium
hetzen	b1	medium
heuer	c1	low
heulen	b1	high
heutzutage	b1	high
hexen	b1	low
hieran	c1	high
hierauf	c1	low
hieraus	b2	high
hierbei	b2	high
hierfür	a2	high
hierin	c1	high
hiernach	c1	high
hiervon	b1	low
hierzu	b2	high
hierzulande	b2	high
hierüber	b2	high
hihi	a1	high
hilflos	b1	high
himmlisch	b1	low
hinab	c1	medium
hinauf	a2	high
hinaus	a2	high
hinausgehen	b1	high
hinauslaufen	b1	high
hinbekommen	a2	high
hinderlich	b2	high
hindern	b1	high
hindeuten	b2	high
hindurch	b2	high
hinein	b1	low
hinfällig	b2	low
hinführen	b1	high
hingegen	b2	high
hingehen	a2	high
hinhalten	b1	medium
hinken	b1	low
hinkommen	a2	high
hinkriegen	b1	high
hinlegen	a2	high
hinlänglich	c1	low
hinnehmen	b2	high
hinreißen	b2	low
hinrichten	b2	high
hinsetzen	a2	high
hinsichtlich	c1	high
hinstellen	a2	low
hintereinander	a2	high
hinterfragen	b2	high
hinterlegen	b1	low
hinunter	a2	high
hinweg	b2	low
hinziehen	b1	high
hinzufügen	b1	high
hinzugeben	b1	high
hinzukommen	b1	high
hinzunehmen	b2	high
hinüber	b1	high
hip	b1	high
hochfahren	b1	low
hochgradig	b2	high
hochladen	a2	high
hochwertig	b1	high
hochziehen	a2	high
hocken	b1	high
hoffnungslos	a2	high
hohl	b1	low
homo	b1	low
homogen	b2	low
homophob	b2	high
homosexuell	b1	high
hopfen	c2	low
horizontal	b1	high
horten	b1	low
huch	a2	high
hui	a1	high
human	b2	high
humorvoll	a2	high
hundert	a1	high
hundertmal	a2	high
hundertprozentig	a2	high
hunderttausend	a1	high
hungern	b1	high
hurra	a2	medium
hybrid	b1	low
hypothetisch	b2	high
hysterisch	b1	high
häkeln	b1	high
hämmern	b1	low
höchst	b2	high
höchstpersönlich	b1	low
höchstwahrscheinlich	b1	high
höllisch	b1	low
hörbar	b1	medium
hüllen	b2	low
hüpfen	a1	high
hüten	b1	low
idealerweise	b1	high
identifizieren	b2	low
identisch	b1	high
ideologisch	b2	high
idiotisch	b1	high
idyllisch	b1	high
ihrerseits	b2	high
ihresgleichen	c1	medium
illustrieren	b1	low
imitieren	b1	high
immens	b2	medium
immerhin	b1	high
immerzu	b1	high
immun	b1	low
impfen	a2	high
implementieren	b2	high
implizit	b2	high
improvisieren	b1	high
improvisiert	b1	low
imstande	b1	high
inaktiv	b1	high
inakzeptabel	b1	high
inbegriffen	b1	high
indessen	c1	low
indirekt	b1	high
indisch	a1	high
industriell	b1	high
industriell-technisch	b2	high
ineinander	b1	low
infizieren	b1	high
infolge	b2	high
informativ	b1	high
infrage	b2	high
initiieren	b2	high
inkompetent	b1	high
inmitten	b1	high
innere	a2	high
innerlich	b1	low
innerorts	b2	low
inoffiziell	b1	high
insgeheim	b1	low
insofern	b2	high
insoweit	c1	high
inspirieren	b1	high
instabil	b1	high
instant	a2	medium
instinktiv	b1	low
instrumental	b2	medium
instrumentalisieren	b2	low
inständig	c1	high
inszenieren	b2	high
intakt	b1	medium
